10192 150017
10312 99451
10350 82321
10350 74753
10392 69550
10446 67075
10474 67287
10506 68707
10506 69819
10536 71664
10554 74174
10562 76898
10626 80398
10782 79020
10820 79079
10850 80252
10850 81101
10892 82345
10924 83199
10978 84870
11002 87367
11052 89457
11052 90981
11066 93304
11098 95702
11120 97553
11154 99193
11918 67090
12026 51806
12026 45736
12088 41057
12132 38283
12180 36076
12212 34551
12346 31753
12444 30601
12470 30989
12522 30994
12522 31519
12564 31544
12590 31768
12648 31853
12738 32122
12798 33050
12838 34368
12866 35813
12866 37240
12914 38260
12978 39258
13242 39203
13444 40344
13502 42608
13552 44636
13552 46455
13590 47953
13678 49228
13740 50769
13878 52433
13918 54444
13940 56366
13940 57987
14050 59664
14050 61341
14152 62854
14228 64653
14390 66758
14446 69011
14446 70865
14522 72626
14568 74374
14610 76152
14774 78099
14890 80344
14940 82242
14980 83987
14980 85326
15042 86803
15042 87856
15228 89898
15276 91249
15328 92520
15328 93371
15372 94422
15448 95572
15558 96719
15572 97282
15662 98194
15712 98769
15750 99274
15782 99789
16566 102755
16566 100699
16730 99583
17056 99375
17152 97972
17292 96979
17458 96078
17458 94589
17526 93815
17586 93182
17618 92615
17852 92972
17912 92525
18084 92620
18142 92264
18142 91700
18202 91567
18228 91348
18260 91217
18400 91664
18512 91920
18594 92021
18594 91713
18658 91777
18710 91816
18786 91986
18830 92033
19162 93499
19296 93910
19344 93873
19378 93788
19410 93756
19410 93560
19454 93669
19552 94190
19592 94411
19592 94394
19662 94799
19702 95048
19762 95440
20022 97026
20108 97535
20108 97484
20192 98012
20262 98468
20332 98937
20466 99876
20516 100279
20574 100769
20574 100845
20698 101820
20756 102313
20756 102379
20828 102928
20882 103350
20940 103816
21124 105242
21198 105836
21272 106416
21272 106423
21354 107039
21450 107746
22174 112970
22268 113031
22268 112378
22358 112502
22432 112502
22480 112332
22676 113372
22764 113543
22764 113026
22830 113111
22908 113328
22926 113113
22966 113128
23088 113864
23166 114246
23166 113987
23248 114409
23306 114639
23356 114826
23432 115310
23514 115833
23568 116140
23568 115989
23814 117997
23918 118712
24126 120233
24212 120640
24212 120289
24464 122238
24560 122756
24650 123227
24702 123364
24702 123046
24760 123284
24832 123654
24908 124070
25056 125132
25148 125646
25148 125308
25234 125780
25462 127475
25676 128936
25724 128802
25848 129359
25848 128755
26308 132249
26412 132207
26604 132960
26664 132445
26664 131438
26744 131231
26806 130885
26854 130445
26958 130547
26984 129950
27040 129665
27040 128906
27116 128876
27198 128898
27368 129704
27430 129514
27506 129469
27506 128761
27578 128742
27644 128682
27786 129312
27902 129691
28004 129932
28004 129265
28070 129245
28176 129581
28260 129706
28472 130955
28560 131050
28560 130372
28624 130317
28680 130217
28716 129956
28820 130324
28912 130575
29586 135800
29586 134705
29808 135604
29890 135202
29982 134925
30084 134769
30252 135221
30286 134463
30354 134046
30374 133235
30416 132672
30416 131787
30464 131370
30570 131457
30620 131058
30680 130759
30680 129976
30810 130314
30956 130760
31010 130417
31192 131135
31470 132606
31470 131650
31532 131276
31706 131849
31786 131594
31834 131094
31894 130725
31894 129883
31948 129541
32538 133532
32716 133849
32810 133431
32810 132272
32928 132144
32986 131531
33118 131562
33220 131350
33278 130798
33390 130704
33390 129725
33464 129390
33494 128735
33660 129186
33726 128833
33816 128688
33998 129255
33998 128374
34072 128129
34138 127841
34298 128289
34380 128117
34380 127327
34460 127200
34624 127731
34700 127570
34740 127145
34740 126441
34824 126415
35618 131725
35846 132430
35936 132026
35936 130960
35988 130365
36058 129941
36150 129714
36346 130292
36430 129998
36592 130304
36592 129375
36644 128901
36714 128593
36914 129290
36990 129036
37064 128790
37236 129291
37324 129144
37324 128361
37414 128283
37512 128278
37642 128532
37840 129274
37840 128529
37928 128480
37988 128240
38046 128006
38248 128859
38366 129062
38498 129370
38498 128704
38588 128731
38658 128622
38772 128849
38850 128816
38944 128914
38944 128333
39004 128225
39080 128241
39242 128886
39334 129010
39334 128468
39862 131771
40026 132297
40248 133238
40298 132881
40298 132181
40368 132031
40478 132184
40678 133004
40850 133586
40962 133713
40962 133019
41116 132845
41300 133556
41402 133650
41512 133810
41512 133167
41632 133429
41686 133209
41900 134159
41998 134238
42078 134195
42078 133582
42134 133408
42286 133947
42338 133749
42440 133926
42440 133366
43222 138464
43502 139719
43582 139451
43630 138962
43670 138446
43746 138228
43746 137472
43832 137381
43908 137231
44170 138437
44198 137904
44238 137488
44238 136808
44354 136990
44500 137386
44592 137386
44662 137237
44720 137016
44720 136392
44784 136254
