10192 93103
10312 92321
10350 91857
10350 91582
10392 91279
10446 91011
10474 90855
10506 90732
10506 90679
10536 90599
10554 90563
10562 90561
10626 90467
10782 90106
10820 89966
10850 89864
10850 89820
10892 89716
10924 89626
10978 89511
11002 89466
11052 89373
11052 89363
11066 89350
11098 89311
11120 89282
11154 89232
11918 87628
12026 86998
12026 86609
12088 86158
12132 85777
12180 85416
12212 85109
12346 84632
12444 84231
12470 83976
12522 83696
12522 83517
12564 83290
12590 83100
12648 82874
12738 82610
12798 82401
12838 82234
12866 82096
12866 82008
12914 81857
12978 81686
13242 81204
13444 80794
13502 80588
13552 80401
13552 80292
13590 80142
13678 79929
13740 79757
13878 79489
13918 79355
13940 79255
13940 79188
14050 78987
14050 78931
14152 78746
14228 78600
14390 78349
14446 78235
14446 78191
14522 78056
14568 77962
14610 77879
14774 77646
14890 77478
14940 77387
14980 77310
14980 77281
15042 77183
15042 77156
15228 76922
15276 76842
15328 76759
15328 76734
15372 76663
15448 76556
15558 76409
15572 76366
15662 76240
15712 76156
15750 76086
15782 76025
16566 75161
16566 75072
16730 74822
17056 74419
17152 74228
17292 73997
17458 73739
17458 73631
17526 73470
17586 73320
17618 73200
17852 72901
17912 72755
18084 72512
18142 72368
18142 72278
18202 72142
18228 72038
18260 71933
18400 71741
18512 71570
18594 71425
18594 71349
18658 71224
18710 71111
18786 70981
18830 70879
19162 70546
19296 70368
19344 70258
19378 70161
19410 70069
19410 70003
19454 69908
19552 69776
19592 69691
19592 69636
19662 69532
19702 69452
19762 69359
20022 69120
20108 69006
20108 68955
20192 68847
20262 68751
20332 68656
20466 68518
20516 68441
20574 68360
20574 68320
20698 68197
20756 68120
20756 68082
20828 67996
20882 67924
20940 67849
21124 67694
21198 67611
21272 67528
21272 67494
21354 67408
21450 67312
22174 66820
22268 66713
22268 66663
22358 66560
22432 66468
22480 66392
22676 66230
22764 66133
22764 66086
22830 66003
22908 65915
22926 65863
22966 65800
23088 65693
23166 65612
23166 65574
23248 65492
23306 65423
23356 65360
23432 65286
23514 65209
23568 65148
23568 65117
23814 64957
23918 64871
24126 64730
24212 64652
24212 64618
24464 64458
24560 64378
24650 64302
24702 64245
24702 64214
24760 64156
24832 64092
24908 64026
25056 63926
25148 63852
25148 63823
25234 63754
